PPD name,count,svc_id
gastrointestinal|abdominal/ general|peritonitis|spontaneous bacterial,6,1340
surgery|GI therapies|stress ulcer treatment|proton pump inhibitor|pantoprazole IV,6,1341
toxicology|drug overdose|drug overdose- general|previous suicide attempts,6,1342
endocrine|glucose metabolism|diabetes mellitus|Type I|uncontrolled,6,1343
pulmonary|disorders of vasculature|pulmonary embolism|thrombus,6,1344
pulmonary|pulmonary infections|empyema|associated with lung abscess,6,1345
neurologic|ICH/ cerebral infarct|intravenous diuretic|furosemide,6,1346
infectious diseases|chest/pulmonary infections|pneumonia|community-acquired,6,1347
pulmonary|medications|antibacterials|fourth generation cephalosporin,6,1348
neurologic|seizures|seizures|focal,6,1349
cardiovascular|valvular disease|valvular stenosis,6,1350
gastrointestinal|abdominal/ general|abdominal pain / tenderness|right upper quadrant,6,1351
hematology|coagulation disorders|hypercoagulable state,6,1352
"admission diagnosis|All Diagnosis|Operative|Diagnosis|Musculoskeletal/Skin|Cellulitis and localized soft tissue infections, surgery for",6,1353
admission diagnosis|All Diagnosis|Operative|Diagnosis|Cardiovascular|CABG with aortic valve replacement,6,1354
pulmonary|radiologic procedures / bronchoscopy|angiography|pulmonary angiogram,6,1355
cardiovascular|myocardial ischemia / infarction|beta blocker|propranolol,6,1356
burns/trauma|trauma- head and neck|facial bone fracture|zygoma fracture,6,1357
neurologic|therapy for controlling cerebral perfusion pressure|neuromuscular blocking agent|vecuronium,6,1358
renal|electrolyte correction|treatment of hyperkalemia,6,1359
neurologic|ICH/ cerebral infarct|surgery|hemicraniectomy,6,1360
pulmonary|medications|analgesics|oral analgesics,6,1361
pulmonary|disorders of the airways|asthma / bronchospasm|status asthmaticus,6,1362
pulmonary|post thoracic surgery|s/p thoracotomy|wedge resection,6,1363
infectious diseases|medications|therapeutic antibacterials|carbapenem|ertapenem,6,1364
cardiovascular|shock / hypotension|hypovolemic shock|inadequate intravascular volume w/o ongoing hemorr,6,1365
gastrointestinal|intestinal disease|enteritis|C. difficile colitis,6,1366
admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Musculoskeletal/Skin|Cellulitis and localized soft tissue infections,6,1367
endocrine|fluids and electrolytes|hypokalemia|moderate ( 2.8 - 3.5 meq/dl),6,1368
neurologic|seizures|seizures|suspected,6,1369
oncology|GI tumors|colon CA|cecum,6,1370
"cardiovascular|shock / hypotension|volume depletion, unspecified",6,1371
"gastrointestinal|medications|laxatives|sennoside (Ex-lax, Senekot)",6,1372
gastrointestinal|biliary disease|biliary obstruction|cholelithiasis,6,1373
"infectious diseases|skin, bone and joint infections|infected pressure ulcer",6,1374
pulmonary|disorders of vasculature|pulmonary hemorrhage,6,1375
renal|medications|systemic antibiotics|vancomycin,6,1376
gastrointestinal|medications|stress ulcer treatment|omeprazole,6,1377
pulmonary|radiologic procedures / bronchoscopy|reintubation,6,1378
surgery|infection|therapeutic antibacterials|vancomycin,6,1379
hematology|white blood cell disorders|hematopoetic growth factors|filgrastim (Neupogen),6,1380
cardiovascular|post vascular surgery|s/p aneurysm resection/repair abdominal aorta|stent graft,6,1381
surgery|obstetrics|pregnancy,6,1382
surgery|obstetrics|caesarian section,6,1383
renal|intravenous fluid|hypotonic fluid administration,6,1384
hematology|bleeding and red blood cell disorders|polycythemia|polycythemia vera,6,1385
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Gastrointestinal|Encephalopathy, hepatic",5,1386
renal|electrolyte correction|treatment of hyperkalemia|beta-agonist nebulized treatment,5,1387
cardiovascular|shock|inotropic agent|epinephrine > 0.1 micrograms/kg/min,5,1388
cardiovascular|non-operative procedures|non-cardiac angiography|carotid angiogram,5,1389
cardiovascular|non-operative procedures|non-cardiac angiography,5,1390
gastrointestinal|post-GI surgery|s/p surgery for morbid obesity,5,1391
surgery|respiratory failure|ventilatory failure,5,1392
gastrointestinal|post-GI surgery|s/p surgery for intra-abdominal abscess,5,1393
burns/trauma|trauma - abdomen|renal trauma,5,1394
admission diagnosis|Additional APACHE  Information|Acute MI location|anterolateral,5,1395
cardiovascular|shock / hypotension|signs and symptoms of sepsis (SIRS)|due to non-infectious process without organ dysfunction,5,1396
"surgery|pulmonary therapies|bronchodilator|beta-agonist|albuterol (Proventil, Ventolin)",5,1397
pulmonary|respiratory failure|acute respiratory distress|etiology unknown,5,1398
oncology|GI tumors|cholangiocarcinoma,5,1399
burns/trauma|trauma - skeletal|bone fracture(s)|right upper extremity|humerus|closed,5,1400
surgery|pulmonary therapies|oxygen therapy (< 40%),5,1401
pulmonary|post thoracic surgery|s/p thoracoscopic procedure|wedge resection,5,1402
cardiovascular|arrhythmias|AV block,5,1403
oncology|GU tumors|renal cell CA|right kidney,5,1404
pulmonary|disorders of vasculature|pulmonary hemorrhage|suspected,5,1405
burns/trauma|trauma - abdomen|retroperitoneal trauma|with hemorrhage,5,1406
neurologic|post-neurosurgery|post spinal surgery,5,1407
cardiovascular|arrhythmias|syncope|likely cardiac origin,5,1408
cardiovascular|diseases of the aorta|aortic aneurysm|thoraco-abdominal|stable,5,1409
endocrine|electrolyte correction|administration of electrolytes|phosphate,5,1410
pulmonary|vascular disorders|non-invasive testing for DVT,5,1411
cardiovascular|ventricular disorders|congestive heart failure|systolic|acute on chronic,5,1412
infectious diseases|procedures|MRI,5,1413
surgery|cardiac therapies|vasodilator|nitroprusside,5,1414
burns/trauma|trauma - CNS|intracranial injury|with epidural hematoma,5,1415
"infectious diseases|skin, bone and joint infections|septic arthritis",5,1416
gastrointestinal|medications|antibiotics|penicillins,5,1417
surgery|consultations|Orthopedics consultation,5,1418
pulmonary|post thoracic surgery|s/p thoracoscopic procedure,5,1419
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Cardiovascular|Shock, cardiogenic",5,1420
"cardiovascular|shock / hypotension|shock, etiology unclear",5,1421
hematology|platelet disorders|thrombocytopenia|etiology unknown,5,1422
infectious diseases|medications|therapeutic antibacterials|quinolone,5,1423
cardiovascular|arrhythmias|ventricular tachycardia|non-sustained,5,1424
surgery|cardiac therapies|antiplatelet agent,5,1425
hematology|coagulation disorders|pulmonary embolism,5,1426
neurologic|altered mental status / pain|drug withdrawal syndrome,5,1427
infectious diseases|GI infections|enteritis|diverticulitis of colon,5,1428
cardiovascular|shock|thoracostomy tube,5,1429
cardiovascular|cardiac arrest|cardiac arrest|initial rhythm: unknown,5,1430
neurologic|therapy for controlling cerebral perfusion pressure|vasopressors|phenylephrine (Neosynephrine),5,1431
"admission diagnosis|All Diagnosis|Operative|Diagnosis|Cardiovascular|Graft, femoral-popliteal bypass",5,1432
hematology|red blood cell disorders|blood product administration|fresh frozen plasma,5,1433
cardiovascular|ventricular dysfunction|beta blocker|metoprolol,5,1434
surgery|infection|therapeutic antibacterials,5,1435
oncology|head and neck tumors|neck tumor,5,1436
burns/trauma|trauma - skeletal|dislocation|hip,5,1437
cardiovascular|pericardial diseases|pericardial effusion,5,1438
cardiovascular|vascular disorders|anticoagulant administration|conventional heparin therapy,5,1439
neurologic|misc|neuropathy|polyneuropathy,5,1440
"admission diagnosis|All Diagnosis|Operative|Diagnosis|Cardiovascular|Cardiovascular surgery, other",5,1441
neurologic|trauma - CNS|intracranial injury|with subarachnoid hemorrhage,5,1442
renal|electrolyte imbalance|hyperchloremia|due to normal saline administration,5,1443
hematology|coagulation and platelets|antifibrinolytics|Amicar (aminocaproic acid),5,1444
admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Gastrointestinal|GI obstruction,5,1445
endocrine|fluids and electrolytes|hypernatremia,5,1446
cardiovascular|shock|pulmonary artery catheter placement,5,1447
cardiovascular|cardiac arrest|cardiac arrest|initial rhythm: ventricular tachycardia,5,1448
hematology|coagulation and platelets|blood product administration,5,1449
endocrine|thyroid disorder|glucocorticoids|hydrocortisone,5,1450
gastrointestinal|GI bleeding / PUD|lower GI bleeding|diverticular,5,1451
burns/trauma|trauma|dressing change,5,1452
hematology|coagulation disorders|coagulopathy|severe,5,1453
cardiovascular|vascular disorders|arterial thromboembolism,5,1454
infectious diseases|GI infections|peritonitis,5,1455
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Respiratory|Restrictive lung disease (i.e., Sarcoidosis, pulmonary fibrosis)",5,1456
toxicology|drug overdose|tricyclic overdose,5,1457
burns/trauma|trauma - chest|lung trauma,5,1458
toxicology|drug overdose|normal saline solution|fluid bolus (250-1000 mls),5,1459
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Neurology|Neurologic medical, other",5,1460
renal|electrolyte imbalance|hyponatremia|due to cirrhosis,5,1461
cardiovascular|myocardial ischemia / infarction|inotropic agent|norepinephrine > 0.1 micrograms/kg/min,5,1462
hematology|red blood cell disorders|ferrous iron compound,5,1463
neurologic|ICH/ cerebral infarct|mannitol,5,1464
cardiovascular|ventricular dysfunction|inotropic agent,5,1465
infectious diseases|medications|therapeutic antibacterials|third generation cephalosporin|ceftazidime,5,1466
gastrointestinal|endoscopy/gastric instrumentation|ERCP,5,1467
burns/trauma|trauma - CNS|intracranial injury|with concussion,5,1468
surgery|intravenous fluids / electrolytes|administration of electrolytes|magnesium,5,1469
pulmonary|pulmonary infections|pneumonia|community-acquired|bacterial|H influenzae,5,1470
cardiovascular|hypertension|angiotensin II receptor blocker (ARB),5,1471
toxicology|drug overdose|agent specific therapy,5,1472
cardiovascular|other therapies|antibacterials|penicillins|piperacillin,5,1473
neurologic|ICH/ cerebral infarct|antiplatelet agents|clopidogrel,5,1474
endocrine|fluids and electrolytes|hyponatremia|severe (< 125 meq/dl),5,1475
cardiovascular|post vascular surgery|s/p thrombectomy,5,1476
neurologic|neuromuscular disorders|motor neuropathy|amyotrophic lateral sclerosis,5,1477
pulmonary|medications|antibacterials|penicillins|amoxicillin,5,1478
burns/trauma|trauma - chest|pneumothorax,5,1479
infectious diseases|GI infections|cholangitis,5,1480
gastrointestinal|abdominal/ general|ascites,5,1481
admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Genitourinary|Renal infection/abscess,5,1482
burns/trauma|trauma|special care bed,5,1483
pulmonary|surgery / incision and drainage of thorax|thoracoscopic procedure|wedge resection,5,1484
oncology|hematologic malignancy|leukemia|chronic myelogenous,5,1485
renal|disorder of kidney|acute renal failure|due to renal ischemia,5,1486
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Gastrointestinal|Hemorrhage, intra/retroperitoneal",5,1487
pulmonary|radiologic procedures / bronchoscopy|angiography,5,1488
surgery|analgesics /sedatives/ nmbs|analgesics|non-narcotic analgesic|acetaminophen,5,1489
infectious diseases|GI infections|diarrhea due to infection|C. difficile colitis|lab confirmed,5,1490
cardiovascular|vascular disorders|thrombolytic agent|alteplase,5,1491
neurologic|trauma - CNS|spinal cord injury|quadriplegia-complete,5,1492
pulmonary|disorders of the airways|acute COPD exacerbation|with baseline hypoxemia,5,1493
transplant|s/p lung transplant|obliterative bronchiolitis - lung transplant,5,1494
surgery|pulmonary therapies|tracheal suctioning,5,1495
cardiovascular|intravenous fluid|blood product administration|platelet concentrate,5,1496
surgery|altered mental status / pain|drug withdrawal syndrome|alcohol,4,1497
transplant|consultations|Transplant surgery consultation,4,1498
hematology|coagulation disorders|coagulopathy|liver failure,4,1499
neurologic|ICH/ cerebral infarct|intravenous diuretic,4,1500
"infectious diseases|skin, bone and joint infections|chronic ulcer of skin",4,1501
neurologic|altered mental status / pain|drug withdrawal syndrome|narcotic,4,1502
pulmonary|ventilation and oxygenation|mechanical ventilation|tidal volume < 6 ml/kg,4,1503
oncology|chest tumors|breast CA|female,4,1504
gastrointestinal|nutrition|feeding tube|PEG,4,1505
renal|procedures/radiology|insertion of venous catheter for hemodialysis,4,1506
gastrointestinal|intestinal disease|GI obstruction / ileus|small bowel obstruction|partial,4,1507
cardiovascular|arrhythmias|bradycardia|sick sinus syndrome,4,1508
neurologic|trauma - CNS|intracranial injury|with cerebral contusion,4,1509
toxicology|drug overdose|benzodiazepine overdose|with decreased mental status,4,1510
cardiovascular|arrhythmias|bradycardia|etiology undefined,4,1511
cardiovascular|ventricular disorders|congestive heart failure|systolic|chronic,4,1512
renal|intravenous fluid|hypotonic fluid administration|D5W,4,1513
pulmonary|ventilation and oxygenation|oxygen therapy (> 60%)|80-90%,4,1514
neurologic|seizure therapy|anticonvulsant|midazolam,4,1515
infectious diseases|procedures|microscopical examination,4,1516
infectious diseases|cultures / immuno-assays|hepatitis screen,4,1517
cardiovascular|shock / hypotension|hypotension / pressor dependent|r/o adrenal insufficiency,4,1518
burns/trauma|trauma - skeletal|bone fracture(s)|right lower extremity,4,1519
"infectious diseases|GI infections|enteritis|colitis, presumed infectious",4,1520
"burns/trauma|dermatology|rash, non-infectious",4,1521
cardiovascular|vascular surgery|thrombectomy,4,1522
pulmonary|ventilation and oxygenation|CPAP/PEEP therapy|10-15 cm H2O,4,1523
pulmonary|respiratory failure|acute respiratory failure|suspected,4,1524
renal|medications|intravenous diuretic|chlorothiazide,4,1525
neurologic|post-neurosurgery|post cartoid endarterectomy,4,1526
renal|disorder of kidney|acute renal failure|due to obstruction,4,1527
infectious diseases|medications|therapeutic antibacterials|penicillins|ampicillin/sulbactam,4,1528
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Cardiovascular|Thrombosis, vascular (deep vein)",4,1529
surgery|infections|peritonitis|due to bowel perforation|spontaneous,4,1530
cardiovascular|chest pain / ASHD|coronary artery disease|known|asymptomatic,4,1531
cardiovascular|cardiac surgery|valve replacement < 7days|tricuspid,4,1532
burns/trauma|trauma- head and neck|blunt injury to the neck|bilateral,4,1533
infectious diseases|vascular infections|vascular graft infection,4,1534
cardiovascular|hypertension|alpha/beta blocker,4,1535
"admission diagnosis|All Diagnosis|Operative|Diagnosis|Genitourinary|Genitourinary surgery, other",4,1536
cardiovascular|diseases of the aorta|aortic aneurysm,4,1537
gastrointestinal|medications|antidiarrhea agent,4,1538
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Neurology|Neoplasm, neurologic",4,1539
surgery|GI therapies|stress ulcer prophylaxis|ranitidine,4,1540
gastrointestinal|endoscopy/gastric instrumentation|nasogastric tube|with irrigation,4,1541
admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Cardiovascular|Hemorrhage (for gastrointestinal bleeding GI-see GI system) (for trauma see Trauma),4,1542
oncology|GI tumors|pancreatic tumor,4,1543
endocrine|electrolyte correction|treatment of hyponatremia,4,1544
"admission diagnosis|All Diagnosis|Operative|Diagnosis|Musculoskeletal/Skin|Hip replacement, total (non-traumatic)",4,1545
cardiovascular|cardiac surgery|valve replacement < 7days|mitral,4,1546
transplant|medications|immunosuppressive therapy|mycophenolate mofetil,4,1547
gastrointestinal|biliary disease|biliary obstruction|tumor,4,1548
endocrine|adrenal disorders|adrenal insufficiency,4,1549
surgery|wounds / temperature|antipyretics,4,1550
endocrine|electrolyte correction|administration of electrolytes|calcium,4,1551
pulmonary|ventilation and oxygenation|oxygen therapy (40% to 60%)|trach collar,4,1552
endocrine|adrenal disorders|glucocorticoids|dexamethasone,4,1553
gastrointestinal|intestinal disease|GI obstruction / ileus|small bowel obstruction|adhesions,4,1554
renal|medications|oral diuretic|thiazides,4,1555
cardiovascular|chest pain / ASHD|acute coronary syndrome|s/p PTCA|with stent placement|drug-eluting,4,1556
admission diagnosis|All Diagnosis|Operative|Diagnosis|Respiratory|Thoracotomy for pleural disease,4,1557
pulmonary|consultations|Thoracic surgery consultation,4,1558
neurologic|seizures|seizures|generalized,4,1559
endocrine|glucose metabolism|hyperosmolar nonketotic coma|insulin-requiring,4,1560
admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Gastrointestinal|GI perforation/rupture,4,1561
surgery|infection|cultures|blood,4,1562
cardiovascular|post vascular surgery|s/p aortobifemoral bypass,4,1563
neurologic|ICH/ cerebral infarct|thrombolytics,4,1564
gastrointestinal|abdominal/ general|abdominal pain / tenderness|with guarding,4,1565
cardiovascular|non-operative procedures|AICD placement,4,1566
renal|disorder of acid base|metabolic acidosis|drug induced|ethylene glycol-induced,4,1567
surgery|cardiac therapies|alpha/beta blocker,4,1568
renal|disorder of acid base|respiratory acidosis|acute,4,1569
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Gastrointestinal|Hepatic failure, acute",4,1570
surgery|cardiac therapies|inotropic agent,4,1571
surgery|consultations|ENT consultation,4,1572
gastrointestinal|post-GI surgery|s/p appendectomy,4,1573
"admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Fistula/abscess, surgery for (not inflammatory bowel disease)",4,1574
cardiovascular|arrhythmias|beta blocker|esmolol,4,1575
surgery|wounds / temperature|wound care|surgical debridement,4,1576
infectious diseases|medications|systemic glucocorticoid,4,1577
cardiovascular|shock|blood product administration|packed red blood cells,4,1578
cardiovascular|other therapies|systemic glucocorticoid,4,1579
cardiovascular|ventricular disorders|hypertension|malignant,4,1580
renal|intravenous fluid|fluid restriction|1500-2000 ml,4,1581
surgery|pulmonary therapies|non-invasive ventilation,4,1582
cardiovascular|hypertension|angiotensin II receptor blocker (ARB)|irbesartan,4,1583
pulmonary|trauma|chest wall trauma,4,1584
pulmonary|medications|bronchodilator|leukotriene receptor antagonists|montelukast (Singulair),4,1585
hematology|platelet disorders|thrombocytopenia|primary hematologic malignancy,4,1586
cardiovascular|infection|endocarditis - native valve,4,1587
"gastrointestinal|radiology, diagnostic and procedures|MRI|pelvis",4,1588
cardiovascular|ventricular dysfunction|inotropic agent|epinephrine <= 0.1 micrograms/kg/min,4,1589
gastrointestinal|intestinal disease|GI obstruction / ileus|obstruction of colon,4,1590
neurologic|trauma - CNS|intracranial injury|loss of consciousness <= 60 mins,4,1591
cardiovascular|ventricular disorders|congestive heart failure|left-sided|EF 25-40%,4,1592
surgery|wounds / temperature|cooling the patient|external cooling,4,1593
pulmonary|post thoracic surgery|s/p thoracoscopic procedure|lung tissue biopsy,4,1594
oncology|head and neck tumors|mouth and jaw tumor|oral cavity squamous cell CA,4,1595
surgery|renal issues|respiratory acidosis|acute,4,1596
oncology|head and neck tumors|neck tumor|laryngeal CA,4,1597
hematology|platelet disorders|thrombocytopenia|alcohol-related,4,1598
renal|disorder of kidney|acute renal failure|due to nephrotoxic agents|aminoglycosides,4,1599
surgery|seizure therapy|anticonvulsant|gabapentin,4,1600
cardiovascular|arrhythmias|beta blocker|sotalol,4,1601
cardiovascular|arrhythmias|ventricular premature beats,4,1602
pulmonary|medications|anticoagulant administration|coumadin,4,1603
surgery|general surgery postop issues|hemorrhage|internal hemorrhage,4,1604
cardiovascular|myocardial ischemia / infarction|anticoagulant administration|low molecular weight heparin,4,1605
neurologic|pain / agitation / altered mentation|antidepressant|amitriptyline,4,1606
surgery|cardiac therapies|nitroglycerin,4,1607
surgery|pulmonary therapies|bronchodilator|ipratropium,4,1608
renal|intravenous fluid|colloid administration|albumin,4,1609
renal|disorder of kidney|acute renal failure|suspected,4,1610
cardiovascular|ventricular disorders|acute pulmonary edema|due to renal dysfunction,4,1611
gastrointestinal|medications|antibiotics|metronidazole,4,1612
cardiovascular|shock|inotropic agent|dopamine <= 5 micrograms/kg/min,4,1613
surgery|intravenous fluids / electrolytes|colloid administration,4,1614
admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Gastrointestinal|Diverticular disease,4,1615
surgery|infection|antifungal therapy|prophylactic,4,1616
pulmonary|surgery / incision and drainage of thorax|pulmonary resection,4,1617
cardiovascular|ventricular dysfunction|vasodilator|nitroprusside,4,1618
hematology|white blood cell disorders|neutropenia|severe,4,1619
surgery|infection|cultures|sputum,4,1620
cardiovascular|vascular disorders|hypertension|malignant,4,1621
surgery|cardiac therapies|intravenous diuretic,4,1622
surgery|cardiac therapies|oral diuretic|spironolactone,4,1623
neurologic|disorders of vasculature|stroke|hemorrhagic stroke|right sided,4,1624
infectious diseases|head and neck infections|sinusitis,4,1625
neurologic|pain / agitation / altered mentation|antidepressant|vanafaxine (Effexor),4,1626
oncology|GU tumors|renal cell CA,4,1627
renal|electrolyte correction|treatment of hyponatremia|fluid restriction|< 500 ml/24 hours,4,1628
toxicology|drug overdose|agent specific therapy|tricyclic overdose|sodium bicarbonate,4,1629
neurologic|ICH/ cerebral infarct|antiplatelet agents,4,1630
toxicology|drug overdose|salicylate overdose/toxicity,4,1631
gastrointestinal|abdominal/ general|peritonitis|due to bowel perforation,4,1632
pulmonary|pleural disorders|hemothorax,4,1633
cardiovascular|arrhythmias|bradycardia|junctional,4,1634
neurologic|therapy for controlling cerebral perfusion pressure|sedative agent|propofol,4,1635
oncology|head and neck tumors|mouth and jaw tumor,4,1636
burns/trauma|trauma - CNS|intracranial injury|with cerebral contusion,4,1637
renal|intravenous fluid|normal saline administration|moderate volume resuscitation (150-250 mls/hr),4,1638
gastrointestinal|intestinal disease|enteritis,4,1639
surgery|intravenous fluids / electrolytes|administration of electrolytes,4,1640
oncology|chest tumors|primary lung cancer|small cell CA,4,1641
surgery|cardiac therapies|vasodilator,4,1642
surgery|cardiac therapies|oral diuretic,4,1643
renal|electrolyte correction|treatment of hyponatremia|hypertonic fluid,4,1644
renal|disorder of acid base|metabolic acidosis|uremic acidosis,4,1645
pulmonary|post thoracic surgery|s/p thoracoscopic procedure|pleurodesis,4,1646
renal|medications|oral diuretic,4,1647
"infectious diseases|skin, bone and joint infections|diabetic foot infection|without gangrene",4,1648
"admission diagnosis|All Diagnosis|Operative|Diagnosis|Trauma|Extremity only trauma, surgery for",4,1649
burns/trauma|trauma - abdomen|splenic trauma,4,1650
surgery|infections|cellulitis,4,1651
cardiovascular|shock / hypotension|signs and symptoms of sepsis (SIRS)|due to infectious process without organ dysfunction,4,1652
general|support services|seen by physical therapy consult,4,1653
gastrointestinal|GI bleeding / PUD|lower GI bleeding|due to A-V malformation,4,1654
toxicology|drug overdose|benzodiazepine overdose|with respiratory depression,4,1655
gastrointestinal|pancreatic disease|pancreatitis|necrotizing,4,1656
infectious diseases|medications|therapeutic antibacterials|aminoglycoside|tobramycin,4,1657
"gastrointestinal|radiology, diagnostic and procedures|MRI|abdomen",4,1658
surgery|GI therapies|prokinetic agent|metoclopramide,3,1659
endocrine|fluids and electrolytes|hypomagnesemia|due to Etoh abuse,3,1660
gastrointestinal|intestinal disease|diarrhea|C. difficile colitis|lab confirmed,3,1661
endocrine|thyroid|hypothyroidism|pituitary,3,1662
neurologic|pain / agitation / altered mentation|antidepressant|bupropion (Wellbutrin),3,1663
admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Trauma|Head/chest trauma,3,1664
endocrine|adrenal disorders|Lactated Ringer's administration,3,1665
cardiovascular|ventricular disorders|acute pulmonary edema|due to hypertension,3,1666
cardiovascular|valvular disease|valvular insufficiency|mitral valve,3,1667
endocrine|thyroid disorder|glucocorticoids|prednisone,3,1668
renal|procedures/radiology|kidney biopsy,3,1669
toxicology|drug overdose|agent specific therapy|salicylate overdose/toxicity|sodium bicarbonate,3,1670
pulmonary|medications|neuromuscular blocking agent|vecuronium,3,1671
admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Trauma|Extremity/multiple trauma,3,1672
admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Herniorrhaphy,3,1673
infectious diseases|cultures / immuno-assays|cultures|surgical specimen,3,1674
surgery|intravenous fluids / electrolytes|administration of electrolytes|potassium,3,1675
endocrine|thyroid disorder|glucocorticoids,3,1676
cardiovascular|chest pain / ASHD|coronary artery disease|known|symptomatic,3,1677
cardiovascular|arrhythmias|antiarrhythmics|class I antiarrhythmic|quinidine,3,1678
neurologic|disorders of the spinal cord and peripheral nervous system|quadriplegia-complete,3,1679
neurologic|infectious disease of nervous system|meningitis|community-acquired,3,1680
neurologic|ICH/ cerebral infarct|surgery|carotid stenting,3,1681
cardiovascular|shock / hypotension|sepsis|sepsis with single organ dysfunction- metabolic encephalopathy,3,1682
hematology|coagulation and platelets|blood product administration|cryoprecipitate,3,1683
cardiovascular|ventricular dysfunction|oral diuretic|potassium sparing diuretic,3,1684
endocrine|pituitary and temperature regulation|hypothermia,3,1685
pulmonary|pleural disorders|pneumothorax|traumatic,3,1686
neurologic|neuromuscular disorders|sensory neuropathy|with pain,3,1687
cardiovascular|post vascular surgery|s/p aneurysm resection/repair abdominal aorta|open procedure,3,1688
endocrine|thyroid|thyroid storm|Grave's disease,3,1689
pulmonary|disorders of lung parenchyma|malignancy|primary lung cancer,3,1690
neurologic|infectious disease of nervous system|meningitis|chronic|non-infectious|vasculitis,3,1691
gastrointestinal|post-GI surgery|s/p gastrostomy,3,1692
cardiovascular|ventricular dysfunction|inotropic agent|epinephrine > 0.1 micrograms/kg/min,3,1693
cardiovascular|ventricular dysfunction|ACE inhibitor,3,1694
cardiovascular|ventricular disorders|congestive heart failure|diastolic|acute,3,1695
oncology|GI tumors|gastric CA,3,1696
surgery|infection|therapeutic antibacterials|second generation cephalosporin|cefuroxime,3,1697
endocrine|electrolyte correction|treatment of hyperkalemia,3,1698
"infectious diseases|skin, bone and joint infections|necrotizing fasciitis|wound-associated",3,1699
oncology|GI tumors|pancreatic tumor|pancreatic CA,3,1700
hematology|platelet disorders|thrombocytopenia|suspected,3,1701
neurologic|infectious disease of nervous system|CNS abscess|brain,3,1702
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Respiratory|Hemorrhage/hemoptysis, pulmonary",3,1703
cardiovascular|post vascular surgery|s/p embolectomy,3,1704
admission diagnosis|All Diagnosis|Operative|Diagnosis|Gastrointestinal|Gastrostomy,3,1705
admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Trauma|Pelvis/hip trauma,3,1706
"gastrointestinal|radiology, diagnostic and procedures|nuclear biliary scan",3,1707
surgery|consultations|Medicine consultation,3,1708
oncology|hematologic malignancy|multiple myeloma,3,1709
admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Respiratory|Atelectasis,3,1710
endocrine|pituitary and temperature regulation|hypothermia|due to cold environment,3,1711
toxicology|drug overdose|cocaine overdose,3,1712
surgery|infections|signs and symptoms of sepsis (SIRS),3,1713
gastrointestinal|esophageal disease|esophagitis|erosive,3,1714
renal|procedures/radiology|cystoscopy,3,1715
hematology|white blood cell disorders|leukocytosis|leukemoid reaction,3,1716
cardiovascular|hypertension|analgesics,3,1717
"oncology|skin, muscle and skeletal tumors|melanoma",3,1718
"infectious diseases|skin, bone and joint infections|cellulitis|chest",3,1719
cardiovascular|ventricular disorders|cardiomyopathy|peri-partum|during pregnancy,3,1720
cardiovascular|ventricular disorders|congestive heart failure|systolic|acute,3,1721
"admission diagnosis|All Diagnosis|Non-operative|Diagnosis|Cardiovascular|Chest pain, atypical (noncardiac chest pain)",3,1722
renal|electrolyte correction|treatment of hyponatremia|fluid restriction,3,1723
gastrointestinal|medications|antiemetic|phenothiazine,3,1724
"neurologic|neuromuscular disorders|motor neuropathy|myopathy, including dystrophy",3,1725
cardiovascular|chest pain / ASHD|acute coronary syndrome|acute myocardial infarction (with ST elevation)|lateral wall,3,1726
infectious diseases|medications|therapeutic antibacterials|penicillins|amoxicillin,3,1727
pulmonary|respiratory failure|hypoxemia|due to hypercarbia,3,1728
endocrine|adrenal disorders|adrenal surgery,3,1729
endocrine|endocrine tumors|pheochromocytoma,3,1730
surgery|analgesics /sedatives/ nmbs|sedative agent|midazolam,3,1731
admission diagnosis|Additional APACHE  Information|Saphenous vein graft?|No,3,1732
burns/trauma|trauma - CNS|depressed level of consciousness,3,1733
pulmonary|respiratory failure|hypoxemia|impaired diffusion,3,1734
gastrointestinal|post-GI surgery|s/p Whipple,3,1735
surgery|respiratory failure|ventilatory failure|drug related,3,1736
pulmonary|pulmonary infections|pneumonia|opportunistic|CMV,3,1737
cardiovascular|valvular disease|valvular stenosis|aortic|with syncope,3,1738
